Indicator,Country,ADM1_CODE,Province,Date,Data,Year,Month,Dekad,Unit,Source
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2016-08-21,0.745, 2016,08,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2016-09-01,0.68, 2016,09,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2016-09-11,0.598, 2016,09,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2016-09-21,0.727, 2016,09,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2016-10-01,0.871, 2016,10,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2016-10-11,0.909, 2016,10,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2016-10-21,0.984, 2016,10,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2016-11-01,0.982, 2016,11,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2016-11-11,1.004, 2016,11,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2016-11-21,1.001, 2016,11,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2016-12-01,0.952, 2016,12,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2016-12-11,0.892, 2016,12,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2016-12-21,0.902, 2016,12,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-01-01,0.856, 2017,01,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-01-11,0.699, 2017,01,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-01-21,0.646, 2017,01,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-02-01,0.573, 2017,02,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-02-11,0.567, 2017,02,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-02-21,0.681, 2017,02,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-03-01,0.614, 2017,03,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-03-11,0.665, 2017,03,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-03-21,0.717, 2017,03,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-04-01,0.745, 2017,04,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-04-11,0.697, 2017,04,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-04-21,0.736, 2017,04,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-05-01,0.726, 2017,05,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-05-11,0.571, 2017,05,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-05-21,0.742, 2017,05,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-06-01,0.781, 2017,06,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-06-11,0.755, 2017,06,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-06-21,0.677, 2017,06,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-07-01,0.67, 2017,07,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-07-11,0.669, 2017,07,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-07-21,0.688, 2017,07,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-08-01,0.755, 2017,08,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-08-11,0.686, 2017,08,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-08-21,0.723, 2017,08,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-09-01,0.698, 2017,09,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-09-11,0.601, 2017,09,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-09-21,0.669, 2017,09,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-10-01,0.741, 2017,10,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-10-11,0.829, 2017,10,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-10-21,0.917, 2017,10,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-11-01,0.865, 2017,11,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-11-11,0.869, 2017,11,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-11-21,0.838, 2017,11,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-12-01,0.809, 2017,12,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-12-11,0.755, 2017,12,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2017-12-21,0.768, 2017,12,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-01-01,0.778, 2018,01,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-01-11,0.707, 2018,01,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-01-21,0.707, 2018,01,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-02-01,0.639, 2018,02,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-02-11,0.585, 2018,02,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-02-21,0.65, 2018,02,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-03-01,0.649, 2018,03,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-03-11,0.748, 2018,03,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-03-21,0.787, 2018,03,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-04-01,0.817, 2018,04,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-04-11,0.757, 2018,04,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-04-21,0.788, 2018,04,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-05-01,0.769, 2018,05,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-05-11,0.652, 2018,05,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-05-21,0.778, 2018,05,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-06-01,0.814, 2018,06,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-06-11,0.787, 2018,06,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-06-21,0.718, 2018,06,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-07-01,0.718, 2018,07,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-07-11,0.735, 2018,07,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-07-21,0.772, 2018,07,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-08-01,0.852, 2018,08,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-08-11,0.825, 2018,08,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-08-21,0.81, 2018,08,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-09-01,0.751, 2018,09,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-09-11,0.618, 2018,09,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-09-21,0.718, 2018,09,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-10-01,0.795, 2018,10,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-10-11,0.89, 2018,10,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-10-21,0.992, 2018,10,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-11-01,0.944, 2018,11,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-11-11,0.935, 2018,11,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-11-21,0.883, 2018,11,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-12-01,0.844, 2018,12,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-12-11,0.805, 2018,12,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2018-12-21,0.833, 2018,12,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-01-01,0.794, 2019,01,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-01-11,0.74, 2019,01,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-01-21,0.795, 2019,01,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-02-01,0.787, 2019,02,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-02-11,0.87, 2019,02,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-02-21,0.956, 2019,02,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-03-01,0.976, 2019,03,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-03-11,1.01, 2019,03,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-03-21,0.985, 2019,03,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-04-01,0.967, 2019,04,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-04-11,0.881, 2019,04,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-04-21,0.918, 2019,04,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-05-01,0.895, 2019,05,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-05-11,0.822, 2019,05,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-05-21,0.881, 2019,05,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-06-01,0.899, 2019,06,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-06-11,0.874, 2019,06,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-06-21,0.791, 2019,06,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-07-01,0.798, 2019,07,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-07-11,0.812, 2019,07,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-07-21,0.843, 2019,07,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-08-01,0.921, 2019,08,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-08-11,0.879, 2019,08,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-08-21,0.863, 2019,08,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-09-01,0.814, 2019,09,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-09-11,0.678, 2019,09,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-09-21,0.766, 2019,09,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-10-01,0.808, 2019,10,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-10-11,0.892, 2019,10,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-10-21,0.983, 2019,10,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-11-01,0.984, 2019,11,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-11-11,1.014, 2019,11,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-11-21,0.988, 2019,11,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-12-01,0.941, 2019,12,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-12-11,0.889, 2019,12,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2019-12-21,0.899, 2019,12,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-01-01,0.843, 2020,01,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-01-11,0.736, 2020,01,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-01-21,0.788, 2020,01,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-02-01,0.757, 2020,02,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-02-11,0.756, 2020,02,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-02-21,0.804, 2020,02,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-03-01,0.764, 2020,03,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-03-11,0.804, 2020,03,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-03-21,0.847, 2020,03,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-04-01,0.861, 2020,04,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-04-11,0.786, 2020,04,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-04-21,0.838, 2020,04,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-05-01,0.832, 2020,05,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-05-11,0.741, 2020,05,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-05-21,0.85, 2020,05,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-06-01,0.897, 2020,06,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-06-11,0.876, 2020,06,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-06-21,0.804, 2020,06,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-07-01,0.784, 2020,07,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-07-11,0.777, 2020,07,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-07-21,0.8, 2020,07,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-08-01,0.884, 2020,08,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-08-11,0.86, 2020,08,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-08-21,0.884, 2020,08,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-09-01,0.86, 2020,09,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-09-11,0.704, 2020,09,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-09-21,0.785, 2020,09,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-10-01,0.858, 2020,10,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-10-11,0.955, 2020,10,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-10-21,1.033, 2020,10,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-11-01,0.978, 2020,11,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-11-11,0.974, 2020,11,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-11-21,0.934, 2020,11,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-12-01,0.88, 2020,12,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-12-11,0.816, 2020,12,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2020-12-21,0.772, 2020,12,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2021-01-01,0.737, 2021,01,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2021-01-11,0.701, 2021,01,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2021-01-21,0.765, 2021,01,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2021-02-01,0.741, 2021,02,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2021-02-11,0.76, 2021,02,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2021-02-21,0.824, 2021,02,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2021-03-01,0.784, 2021,03,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2021-03-11,0.826, 2021,03,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2021-03-21,0.862, 2021,03,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2021-04-01,0.873, 2021,04,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2021-04-11,0.809, 2021,04,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2626,Jawf,2021-04-21,0.842, 2021,04,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-01-01,0.112, 1984,01,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-01-11,0.063, 1984,01,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-01-21,0.064, 1984,01,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-02-01,0.19, 1984,02,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-02-11,0.199, 1984,02,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-02-21,0.196, 1984,02,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-03-01,0.204, 1984,03,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-03-11,0.312, 1984,03,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-03-21,0.294, 1984,03,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-04-01,0.31, 1984,04,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-04-11,0.269, 1984,04,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-04-21,0.195, 1984,04,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-05-01,0.165, 1984,05,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-05-11,0.196, 1984,05,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-05-21,0.253, 1984,05,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-06-01,0.201, 1984,06,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-06-11,0.241, 1984,06,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-06-21,0.348, 1984,06,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-07-01,0.363, 1984,07,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-07-11,0.335, 1984,07,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-07-21,0.27, 1984,07,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-08-01,0.261, 1984,08,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-08-11,0.286, 1984,08,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-08-21,0.306, 1984,08,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-09-01,0.284, 1984,09,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-09-11,0.272, 1984,09,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-09-21,0.206, 1984,09,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-10-01,0.128, 1984,10,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-10-11,0.141, 1984,10,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-10-21,0.118, 1984,10,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-11-01,0.092, 1984,11,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-11-11,0.084, 1984,11,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-11-21,0.081, 1984,11,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-12-01,0.094, 1984,12,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-12-11,0.077, 1984,12,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1984-12-21,0.116, 1984,12,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1985-01-01,0.108, 1985,01,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1985-01-11,0.136, 1985,01,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1985-01-21,0.091, 1985,01,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1985-02-01,0.066, 1985,02,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1985-02-11,0.054, 1985,02,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1985-02-21,0.08, 1985,02,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1985-03-01,0.175, 1985,03,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1985-03-11,0.351, 1985,03,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1985-03-21,0.233, 1985,03,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1985-04-01,0.187, 1985,04,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1985-04-11,0.24, 1985,04,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1985-04-21,0.182, 1985,04,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1985-05-01,0.217, 1985,05,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1985-05-11,0.274, 1985,05,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1985-05-21,0.323, 1985,05,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1985-06-01,0.293, 1985,06,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1985-06-11,0.237, 1985,06,2, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1985-06-21,0.18, 1985,06,3, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1985-07-01,0.16, 1985,07,1, ,FAO-ASIS
Vegetation Condition Index (VCI),Saudi Arabia,2627,Jizan,1985-07-11,0.103, 1985,07,2, ,FAO-ASIS
