Indicator,Country,ADM1_CODE,Province,Date,Data,Year,Month,Dekad,Unit,Source
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-01-01,0.687, 1998,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-01-11,0.622, 1998,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-01-21,0.587, 1998,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-02-01,0.567, 1998,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-02-11,0.582, 1998,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-02-21,0.579, 1998,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-03-01,0.617, 1998,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-03-11,0.679, 1998,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-03-21,0.702, 1998,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-04-01,0.697, 1998,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-04-11,0.693, 1998,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-04-21,0.665, 1998,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-05-01,0.61, 1998,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-05-11,0.542, 1998,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-05-21,0.493, 1998,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-06-01,0.409, 1998,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-06-11,0.346, 1998,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-06-21,0.357, 1998,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-07-01,0.428, 1998,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-07-11,0.441, 1998,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-07-21,0.444, 1998,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-08-01,0.498, 1998,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-08-11,0.517, 1998,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-08-21,0.554, 1998,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-09-01,0.586, 1998,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-09-11,0.574, 1998,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-09-21,0.618, 1998,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-10-01,0.646, 1998,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-10-11,0.618, 1998,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-10-21,0.61, 1998,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-11-01,0.599, 1998,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-11-11,0.56, 1998,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-11-21,0.533, 1998,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-12-01,0.524, 1998,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-12-11,0.515, 1998,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1998-12-21,0.481, 1998,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-01-01,0.452, 1999,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-01-11,0.419, 1999,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-01-21,0.383, 1999,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-02-01,0.449, 1999,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-02-11,0.514, 1999,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-02-21,0.545, 1999,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-03-01,0.532, 1999,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-03-11,0.54, 1999,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-03-21,0.503, 1999,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-04-01,0.534, 1999,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-04-11,0.469, 1999,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-04-21,0.436, 1999,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-05-01,0.439, 1999,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-05-11,0.485, 1999,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-05-21,0.516, 1999,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-06-01,0.523, 1999,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-06-11,0.529, 1999,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-06-21,0.559, 1999,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-07-01,0.539, 1999,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-07-11,0.587, 1999,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-07-21,0.478, 1999,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-08-01,0.437, 1999,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-08-11,0.446, 1999,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-08-21,0.438, 1999,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-09-01,0.513, 1999,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-09-11,0.518, 1999,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-09-21,0.539, 1999,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-10-01,0.561, 1999,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-10-11,0.551, 1999,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-10-21,0.601, 1999,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-11-01,0.573, 1999,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-11-11,0.555, 1999,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-11-21,0.528, 1999,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-12-01,0.568, 1999,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-12-11,0.528, 1999,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,1999-12-21,0.478, 1999,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-01-01,0.538, 2000,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-01-11,0.53, 2000,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-01-21,0.493, 2000,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-02-01,0.484, 2000,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-02-11,0.481, 2000,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-02-21,0.432, 2000,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-03-01,0.406, 2000,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-03-11,0.429, 2000,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-03-21,0.462, 2000,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-04-01,0.5, 2000,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-04-11,0.464, 2000,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-04-21,0.45, 2000,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-05-01,0.39, 2000,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-05-11,0.329, 2000,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-05-21,0.288, 2000,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-06-01,0.254, 2000,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-06-11,0.282, 2000,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-06-21,0.309, 2000,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-07-01,0.35, 2000,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-07-11,0.386, 2000,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-07-21,0.429, 2000,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-08-01,0.394, 2000,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-08-11,0.405, 2000,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-08-21,0.395, 2000,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-09-01,0.404, 2000,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-09-11,0.438, 2000,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-09-21,0.466, 2000,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-10-01,0.483, 2000,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-10-11,0.48, 2000,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-10-21,0.497, 2000,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-11-01,0.506, 2000,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-11-11,0.515, 2000,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-11-21,0.517, 2000,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-12-01,0.536, 2000,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-12-11,0.53, 2000,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2000-12-21,0.503, 2000,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-01-01,0.554, 2001,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-01-11,0.489, 2001,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-01-21,0.473, 2001,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-02-01,0.449, 2001,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-02-11,0.448, 2001,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-02-21,0.44, 2001,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-03-01,0.434, 2001,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-03-11,0.467, 2001,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-03-21,0.516, 2001,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-04-01,0.448, 2001,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-04-11,0.373, 2001,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-04-21,0.323, 2001,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-05-01,0.32, 2001,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-05-11,0.291, 2001,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-05-21,0.274, 2001,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-06-01,0.246, 2001,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-06-11,0.233, 2001,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-06-21,0.244, 2001,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-07-01,0.219, 2001,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-07-11,0.245, 2001,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-07-21,0.322, 2001,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-08-01,0.328, 2001,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-08-11,0.336, 2001,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-08-21,0.36, 2001,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-09-01,0.367, 2001,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-09-11,0.371, 2001,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-09-21,0.369, 2001,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-10-01,0.342, 2001,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-10-11,0.342, 2001,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-10-21,0.361, 2001,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-11-01,0.394, 2001,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-11-11,0.356, 2001,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-11-21,0.342, 2001,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-12-01,0.34, 2001,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-12-11,0.344, 2001,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2001-12-21,0.343, 2001,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-01-01,0.406, 2002,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-01-11,0.442, 2002,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-01-21,0.395, 2002,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-02-01,0.392, 2002,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-02-11,0.386, 2002,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-02-21,0.37, 2002,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-03-01,0.386, 2002,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-03-11,0.365, 2002,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-03-21,0.363, 2002,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-04-01,0.402, 2002,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-04-11,0.399, 2002,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-04-21,0.39, 2002,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-05-01,0.36, 2002,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-05-11,0.312, 2002,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-05-21,0.276, 2002,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-06-01,0.195, 2002,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-06-11,0.193, 2002,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-06-21,0.257, 2002,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-07-01,0.393, 2002,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-07-11,0.502, 2002,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-07-21,0.461, 2002,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-08-01,0.415, 2002,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-08-11,0.39, 2002,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-08-21,0.438, 2002,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-09-01,0.459, 2002,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-09-11,0.467, 2002,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-09-21,0.466, 2002,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-10-01,0.478, 2002,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-10-11,0.476, 2002,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-10-21,0.485, 2002,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-11-01,0.503, 2002,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-11-11,0.535, 2002,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-11-21,0.537, 2002,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-12-01,0.558, 2002,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-12-11,0.56, 2002,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2002-12-21,0.504, 2002,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-01-01,0.532, 2003,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-01-11,0.515, 2003,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-01-21,0.466, 2003,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-02-01,0.45, 2003,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-02-11,0.44, 2003,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-02-21,0.45, 2003,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-03-01,0.497, 2003,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-03-11,0.521, 2003,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-03-21,0.508, 2003,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-04-01,0.514, 2003,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-04-11,0.495, 2003,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-04-21,0.471, 2003,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-05-01,0.454, 2003,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-05-11,0.429, 2003,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-05-21,0.422, 2003,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-06-01,0.435, 2003,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-06-11,0.479, 2003,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-06-21,0.498, 2003,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-07-01,0.481, 2003,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-07-11,0.408, 2003,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-07-21,0.38, 2003,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-08-01,0.416, 2003,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-08-11,0.416, 2003,08,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-08-21,0.483, 2003,08,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-09-01,0.475, 2003,09,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-09-11,0.429, 2003,09,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-09-21,0.429, 2003,09,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-10-01,0.423, 2003,10,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-10-11,0.452, 2003,10,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-10-21,0.487, 2003,10,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-11-01,0.473, 2003,11,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-11-11,0.462, 2003,11,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-11-21,0.429, 2003,11,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-12-01,0.458, 2003,12,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-12-11,0.471, 2003,12,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2003-12-21,0.423, 2003,12,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2004-01-01,0.396, 2004,01,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2004-01-11,0.442, 2004,01,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2004-01-21,0.48, 2004,01,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2004-02-01,0.54, 2004,02,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2004-02-11,0.516, 2004,02,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2004-02-21,0.471, 2004,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2004-03-01,0.436, 2004,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2004-03-11,0.403, 2004,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2004-03-21,0.433, 2004,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2004-04-01,0.549, 2004,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2004-04-11,0.563, 2004,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Saudi Arabia,2627,Jizan,2004-04-21,0.538, 2004,04,3, ,FAO-ASIS
